stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
OCEM,HRZ,181702,"28"" SLIM",,ORDERED AS SILKSCREEN,2025-04-29,,TX
P.P.D.,HRZ,,,,,,,TX
PBW/T,HRZ,,,,,,,TX
PFD,HRZ,,,,,,,TX
POLICE,HRZ,,,,,,,TX
POLICE,VER,,,,,,,TX
PAYCO,HRZ,,,,,,,TX
PARD,HRZ,,,,,,,TX
PARD,VER,,,,,,,TX
PBT 417 654 2774,VER,,,,,,,TX
PWD,VER,,,,,,,TX
PPD,VER,S8132,"18""",,Re Sent file 12/18/23,,,TX
PISDPD,HRZ,S8196,"18""",,,,,TX
POLICE / RLC - 8,VER,S8541,,,,,,TX
PLWC,VER,S8793,"18""",,,,,TX
PUBLIC WORKS COP,VER,S9086,,,,,,TX
POTTER CO ELECTIONS,HRZ,S9640,,,,2010-10-04,,TX
PLAYTRI,VER,S10011,,,,2011-01-31,,TX
PDD,HRZ,S10541,"18""",,,2011-06-14,,TX
PROPERTY OF LOVING COUNTY,HRZ,S11390,,3-LINE,SLIM CONE,2012-02-07,,TX
PACS-SD,HRZ,S11824,,,,2012-05-25,,TX
PHILADELPHIA UTILITIES W.D.,HRZ,S12559,,3-LINE,,2012-09-18,,TX
PROPERTY OF CITY OF BARTLETT,HRZ,S12674,,3-LINE,,2013-01-10,,TX
POWER LINE W/UP ARROW,HRZ,S12861 159653,,2 LINE,CONVERTED TO SILK SCREEN WAREHOUSE REQUEST,2023-05-18,,TX
PELIGRO,VER,S12857,,,,2013-02-26,,TX
PROPERTY OF PEOPLES GAS,HRZ,S14342,"36""",,TRANSFER FROM NJ,2013-12-17,,TX
PRIA,HRZ,S14865,,,,2014-04-02,,TX
PMLD,HRZ,S15252,,,TRANSFER FROM NJ,2014-06-06,,TX
POLICE,VER,S15009,,,,2014-10-10,,TX
PROPERTY OF C.O.B,HRZ,S17970,,,,2015-09-22,,TX
PUBLIC WORKS,VER,S19656,"28""",2-LINE,,2016-06-24,,TX
PKR D3,HRZ,S20786,"28""",2-LINE,,2016-12-08,,TX
PAVING,VER,S20803,"18""",,,2016-12-09,,TX
PHILLIPS MAY,HRZ,S21456,"28""",,,2017-03-13,,TX
PRI,HRZ,S21538,"28""",,,2017-03-21,,TX
PMC,VER,S21784,"28""",,NO COLLAR ON CONE- TRANSFER FROM NJ,2017-04-18,,TX
PFIELD,HRZ,S22076,"28""",,,2017-05-18,,TX
p.T.S.,HRZ,S22385,"18""",,,2017-06-26,,TX
PSC,HRZ,S23660,"18""",,,2017-10-31,,TX
PUBLIC WORKS IF FOUND CALL 750 8690,HRZ,S23663,"28"" 5LB",3-LINE,W/ WACCO SILKSCREEN,2017-11-01,,TX
PC ENERGY,HRZ,S23991,"28""",,,2017-11-28,,TX
PHILADELPHIA UTILITIES W.D.,HRZ,S24036,"28""",2-LINE,,2017-12-08,,TX
PGW,HRZ,S24363,"28""",,TRANSFER FROM NJ,2018-01-16,,TX
PCPW,VER,S24512,"36""",,,2018-01-30,,TX
PROPERTY OF SRS,HRZ,S24575,"28""",2-LINE,,2018-02-06,,TX
PEOPLE POWERED SPORTS,HRZ,S24611,"18""",3-LINE,,2018-02-07,,TX
PUBLIC WORKS MAINTENANCE,HRZ,S24884,"36""",3-LINE,TRANSFER FROM NJ,2018-03-07,,TX
PEV,VER,S24916,"36""",,TRANSFER FROM NJ,2018-03-07,,TX
PRINCE CONTRACTING,HRZ,S24958,"36""",2-LINE,TRANSFER FROM NJ/CONVERTED TO SILKSCREEN 4/7/20 123700,2018-03-15,,TX
PARENT,VER,S25114,"28""",,,2018-03-20,,TX
PARKING AREA MAINTENANCE,HRZ,S25215,"18""",3-LINE,,2018-04-03,,TX
PSC Q3 CONTRACTING,HRZ,S25450,"28""",2-LINE,TRANSFER FROM NJ,2018-04-20,,TX
PCL,HRZ,S25686,"18""",,,2018-05-14,,TX
PACC,HRZ,100325,"28""",,,2018-07-05,,TX
PGP,HRZ,100917,"36""",,,2018-08-02,,TX
PARSEC,VER,,"36""",,TRANSFER FROM NJ,2018-08-20,,TX
PUBLIC WORKS DEPT.,HRZ,102358,"36""",3-LINE,,2018-08-29,,TX
PRIMORIS,HRZ,104128,"36""",,,2018-10-15,,TX
PHILADEPLPHIA UTILITIES WD,HRZ,104367,"28""",2-LINE,,2018-10-22,,TX
platinum,HRZ,104603,"28""",,,2018-10-29,,TX
PHILADEPLPHIA UTILITIES WD,VER,104593,"28""",2-LINE,,2018-10-29,,TX
PRINCE,HRZ,105688,"36""",,,2018-12-04,,TX
PHOENIX TOWER,HRZ,106399,"28""",2 LINE,,2019-01-03,,TX
PPPD,HRZ,106751,"36""",,,2019-01-16,,TX
PARKS & RECREATION IF FOUND PLEASE CALL 254-750-8080,HRZ,107379,"28""",3 LINE,"GOES WITH THE ""W"" WACO LOGO SILKSCREEN",2019-01-31,,TX
PSTA ROADEO,HRZ,107497,"28"" &18""",2 LINE,1 STENCIL TO FIT BOTH,2019-02-05,,TX
P.S.D,HRZ,108621,"28""",,CONVERTED TO SILKSCREN,2019-03-07,,TX
PPSO,VER,110744,"18"" & 28""",,,2019-04-26,,TX
PWOD,HRZ,111118,"36""",,CONVERTED TO SILKSCREN,2019-05-06,,TX
PUBLIC WORKS,HRZ,111698,"28""",,SLIM CONE,2019-05-20,,TX
PWERT,HRZ,115063,"28"" SLIM",,,2019-08-14,,TX
PARKS,VER,116718,"28""",,,2019-09-23,,TX
POLK COUNTY PCT 2 ROAD & BRIDGE,HRZ,117788,"28""",2 LINE,,2019-10-30,,TX
PAVILION,HRZ,118258,"28""",,,,,TX
PUSHMATAHA COUNTY DIST,HRZ,119515,"28""",3 LINE,,2019-12-09,,TX
PLEASANT AND SONS,HRZ,121894,"36""",2 LINE,,2020-02-20,,TX
PHILLIPS PAVING,VER,121951,ATP-O+3M,,,2020-02-21,,TX
PROP. OF C.W.S. WATER,HRZ,123719,"36""",3 LINE,TRANSFER FROM NJ,2020-04-07,,TX
PSHS,HRZ,125012,"28""",,,2020-05-15,,TX
POMPANO BEACH OCEAN RESCUE,HRZ,125350,"18""",4 LINE,,2020-05-22,,TX
please pull forward,VER,125783,ATP-B-3M,,,2020-06-03,,TX
PUBLIC WORKS,HRZ,126924,"28""",2 LINE,ORDERED AS SILKSCREEN,2020-07-02,,TX
PBG,HRZ,128582,"36""",,ORDERED AS SILKSCREEN,2020-08-11,,TX
PEMA,VER,128987,"28""",,,2020-08-21,,TX
PHARR POLICE,HRZ,129266,"28""",2 LINE,ORDERED AS SILKSCREEN,2020-08-28,,TX
PTP STATION,VER,130041,ATP-YG+3M,,,2020-09-21,,TX
PARKS MALL,HRZ,131466,"28""",,,2020-10-27,,TX
POOL R S & C,VER,131888,ATP-O+3M,,,2020-11-06,,TX
PW 727-464-8900,HRZ,132202,"36""",,ORDERED AS SILKSCREEN,2020-12-17,,TX
PLATINUM,VER,132886,"28""",,VERTICAL POSITION HORIZONTAL LAYOUT,2020-11-18,,TX
PALM BEACH METAL RECYCLING,HRZ,134461,"36""",3 LINE,,2021-01-28,,TX
PUBLIC WORKS TRANSPORTATION,HRZ,134710,"36""",3 LINE,ORDERED AS SILKSCREEN,2021-02-03,,TX
PUBLIC WORKS STORM WATER,HRZ,134710,"36""",4 LINE,ORDERED AS SILKSCREEN,2021-02-03,,TX
PCW,HRZ,137834,"28""",,ORDERED AS SILKSCREEN,2021-03-16,,TX
POTHOLE,VER,139390,"18""",,,2021-05-21,,TX
PW TRAFFIC,HRZ,142236,"28"" &36""",2 LINE,ORDERED AS SILKSCREEN/ 1 SCREEN TO FIT BOTH,2021-08-16,,TX
PSC Q3C MUD LOGO,,139306,"28"" SLIM",,ORDERED AS SILKSCREEN,2021-05-19,,TX
PRISM ELECTRIC,HRZ,,,,ORDERED AS SILKSCREEN,,,TX
PUBLIC WORKS TRAFFIC,HRZ,S17353,,,ORDERED AS SILKSCREEN,2015-06-10,,TX
POOLSURE,VER,S18252,,,ORDERED AS SILKSCREEN,2015-11-10,,TX
Parking Mngmnt Svcs Inc,HRZ,S18360,,,ORDERED AS SILKSCREEN,2015-12-04,,TX
PETERSON'S LAYOUT,HRZ,S22158,"18"" & 28""",,TWO SCREENS,2017-06-06,,TX
"POWERGRID LOGO ""X""",HRZ,TS23979,"36""",,ORDERED AS SILKSCREEN,2017-12-19,,TX
3445 PEACHTREE LAYOUT,HRZ,S25200,,,ORDERED AS SILKSCREEN,,,TX
PFLUGERVILLE PUBLIC WORKS LOGO,,137788,"36""",,ORDERED AS SILKSCREEN,2021-04-15,,TX
POLICE UNIVERSITY OF NORTH GEORGIA LOGO,,108992,"28""",,ORDERED AS SILKSCREEN,2019-03-16,,TX
PLAY FRISCO LOGO PARKS & RECREATION DEPARTMENT,,122026,"28""",,ORDERED AS SILKSCREEN,2020-02-24,,TX
PUBLIC SAFETY TOWN OF OYSTER BAY LOGO,,120870,"18""",,ORDERED AS SILKSCREEN,2020-01-24,,TX
POLICE GREENVILLE HEALTH AUTHORITY LOGO,,133452,"28""",,ORDERED AS SILKSCREEN,2021-01-04,,TX
PORT TAMPA BAY LOGO W PORT TAMPA BAY,,117252,"36""",,ORDERED AS SILKSCREEN,2019-10-07,,TX
PAVE 911 LAYOUT,HRZ,TS25633,"18""",,ORDERED AS SILKSCREEN,2018-05-08,,TX
PSC Q3 BHE LOGO,,139305,"28"" SLIM",,ORDERED AS SILKSCREEN,2021-05-19,,TX
PROPERTY OF PEOPLES GAS,HRZ,NO SO,"36""",,Converted to silkscreen font to match Nj silk screen,2022-08-24,,TX
PARKS,HRZ,153675,"28""",,,2022-10-07,,TX
2525 PONCE DE LEON 2555 ( logo ),HRZ,155665,"28""",,,2023-01-05,,TX
POMPANO BEACH logo,HRZ,155629,"36""",,Silk screen is now in Nj and Tx warehouses,2023-01-13,,TX
PC ENERGY,HRZ,155963,"28""",,ORDERED AS SILKSCREEN,2023-01-18,,TX
PULLEN CONSTRUCTION GROUP logo,HRZ,156923,"36""",,,2023-03-02,,TX
pmsecurity.com,HRZ,157847,"28""",,Letters are lower case converted to silk screem 04/29/24 So 170084,2023-03-30,,TX
PTS,VER,158139,D-Top,,,2023-04-04,,TX
PTS,,158139,"18""",,,2023-04-04,,TX
PCA,HRZ,158190,"28""",,ORDERED AS SILKSCREEN,2023-04-04,,TX
PPW,HRZ,158783,"36""",,,2023-04-24,,TX
P&G,VER,161355,A-TOP,,,2023-07-11,,TX
PSUT,HRZ,161512,"36""",,Converted to OES font 09/05/24,2023-07-14,,TX
PSSW,HRZ,161512,"36""",,Converted to OES font 09/05/24 Converted to silk screen,2023-07-14,,TX
PSST,HRZ,161512,"36""",,Converted to OES font 09/05/24 Converted to silk screen,2023-07-14,,TX
PCC,VER,162828,"36""",,Transferred from Nj,2023-08-24,,TX
PRONTO,HRZ,164882,"28"" SLIM",,,2023-10-30,,TX
PG,HRZ,165226,"36""",,,2023-11-10,,TX
PCPW,HRZ,165803,"36""",,OES Font,2023-12-06,,TX
POMPANO BEACH STREETS logo,HRZ,166324,"36""",,,2024-01-03,,TX
PENA'S,HRZ,166336,"28"" SLIM",,,2024-01-04,,TX
PANIOLO logo,HRZ,168349,"28""",,ORDERED AS SILKSCREEN,2024-03-08,,TX
PrimeOPS logo,HRZ,170585,"28""",,ORDERED AS SILKSCREEN,2024-05-01,,TX
PrimeOPS,VER,170585,N-Top,,,2024-05-01,,TX
PPBM,VER,171224,"28""",,Used OES font large vertical image,2024-06-04,,TX
PATRIOT CRANE,VER,173683,"36"" 15# NO COLLARS",,Designed vertical to apply thru recesses OES font,2024-08-21,,TX
PMU,VER,174441,"18"" WITH COLLAR",,OES Font,2024-09-10,,TX
PMU,VER,174441,"28"" WITH COLLARS",,OES Font,2024-09-10,,TX
PSWW,HRZ,174499,"36""",,Converted to OES font 09/05/24 Converted to silk screen,2024-09-11,,TX
"""P"" PARAMOUNT MIAMI WORLD CENTER",HRZ,176113,"36""",,ORDERED AS SILKSCREEN,2024-10-29,,TX
PROPERTY OF NRC AMARILLO,HRZ,177217,"36""",,OES Font,2024-12-07,,TX
PPSO SHERIFF,HRZ,180678,"36""",2 LINE,ODERED AS SILK SCREEN PER PROOF SENT BY OES,2025-04-02,,TX
POSEIDON logo,HRZ,181892,"28""",,ORDERED AS SILKSCREEN,2025-05-05,,TX
PECO,VER,182456,"28""",,,2025-05-20,,TX
PS&G CONCRETE & EXCAVATING logo,HRZ,400506,"36""",,ORDERED AS SILKSCREEN,2025-08-21,,TX
QTS,HRZ,,,,,,,TX
QTC,HRZ,,,,,2013-01-10,,TX
QA HOLD,VER,,"36""",,LIME CONE-TRANSFER FROM NJ,2016-03-29,,TX
QES,HRZ,110399.0,"36""",,,2019-04-18,,TX
QCA,HRZ,142633.0,"28""",,,2021-08-26,,TX
QTELECOM LAYOUT,HRZ,100322.0,"28""",,ORDERED AS SILK SCREEN,2018-07-05,,TX
QUEST CAR CARE PRODUCTS,HRZ,168963.0,"28""",,WHITE INK,2024-03-26,,TX
QTC 970-493-0864,HRZ,180341.0,DRUM,2 LINE,,2025-03-28,,TX
RELIANT PARK,HRZ,,,,,,,TX
RELIANT,HRZ,,,,,,,TX
REACT,VER,,,,,,,TX
RITZ SAFETY 1-800-451-3077,HRZ,S7730,,,,,,TX
RUS GAS DEPARTMENT,HRZ,S9623,,,,2010-09-29,,TX
RIVIERIA UTILITIES,HRZ,S10485,,2-LINE,,2011-06-06,,TX
REDS,HRZ,S10641,,,"1.5"" LETTERS",2011-06-30,,TX
RELIANT PARK,,S10862,,,,2011-08-31,,TX
RIVIERA UTILITIES,HRZ,S11528,,,,2012-03-09,,TX
RACE ASSIST,HRZ,S11631,"18""",,,2012-04-04,,TX
R C P D,VER,S11878,,,,2012-06-12,,TX
RIVIERA UTILITIES,HRZ,S12517,,,,2012-11-14,,TX
RSD,HRZ,S12915,,,,2013-03-08,,TX
ROAD RUNNER,HRZ,S13603,,,,2013-07-23,,TX
RCPD,VER,S13782,,,,2013-08-26,,TX
RALLS COUNTY ELECTRIC,HRZ,S14497,,3-LINE,,2014-01-29,,TX
RoadSafe,HRZ,S15405,"36""",,Converted to silk screen,2014-07-03,,TX
RTE,HRZ,S16305,,,,2014-12-04,,TX
RIVIERA UTLITIES,HRZ,S17589,,2-LINE,,2015-07-16,,TX
RICE PARKING,HRZ,S17880,"28""",2-LINE,,2015-09-06,,TX
RIVERCHASE GALLERIA,VER,S17995,"28""",2-LINE,,2015-10-05,,TX
RESERVED,VER,S18879,,,,2016-03-07,,TX
RSD,HRZ,S19249,"18""",,,2016-05-03,,TX
RUPD,HRZ,S20114,"28""",,,2016-08-31,,TX
RAILWORKS,VER,S23566,"28""",,TRANSFER FROM NJ,2017-10-23,,TX
RCPD EVOC,VER,S24281,"18""",2-LINE,,2018-01-05,,TX
RENCO,VER,S25966,"28""",,,2018-05-31,,TX
RBCM,HRZ,108446,"36""",,CONVERTED TO SILKSCREEN,2019-03-04,,TX
RRMU,HRZ,112502,"28""",,TRANSFER FROM NJ,2019-06-07,,TX
RIV,HRZ,115461,"28""",,,2019-08-22,,TX
R.A.W.,HRZ,114666,"36""",,,2019-08-05,,TX
RAS,HRZ,116991,"28""",,,2019-09-30,,TX
ROAD RUNNER,HRZ,119750,"28""",,ORDERED AS SILKSCREEN,2019-12-16,,TX
RHINO,HRZ,121959,"28""",,CONVERTED TO SILK SCREEN 04/03/25,2020-02-21,,TX
RENTED FROM BO PHILLIPS CO 770-939-6115,HRZ,122834,"28""",3-LINE,,2020-03-12,,TX
RCFR,VER,124260,"36""",,ORDERED AS SILKSCREEN,2020-04-23,,TX
RCSO RANGE,HRZ,125700,"18"" & 28""",2 LINE,1 STENCIL TO FIT BOTH,2020-06-01,,TX
R.O.W.,HRZ,126068,"28"" SLIM",,,2020-06-09,,TX
RSTS,VER,127459,"36""",,TRANSFER FROM NJ,2020-07-14,,TX
RBCM,VER,132971,"36""",,ORDERED AS SILKSCREEN,2020-12-09,,TX
RAYTOWN WATER CO,HRZ,139098,"36""",2 LINE,,2021-05-14,,TX
RIVER OAKS DISTRICT LOGO,,144988,"28""",,ORDERED AS SILKSCREEN,2021-11-09,,TX
RENCO,VER,S10243,"28""",,ORDERED AS SILKSCREEN,2011-04-05,,TX
RE LOGO( Rodeo Express ),VER,S14068,,,Re ordered new frame for machine SO# 165239,2023-11-10,,TX
RED STONE LOGO,HRZ,TS18538,,,ORDERED AS SILKSCREEN,2016-01-15,,TX
RTS LAYOUT,HRZ,S21994,"28"" Slim",,ORDERED AS SILKSCREEN,2017-05-08,,TX
READY MIX USA LAYOUT,HRZ,S22411,"18""",,ORDERED AS SILKSCREEN,2017-06-29,,TX
RENEW LOGO,,124864,"36""",,ORDERED AS SILKSCREEN,2020-05-13,,TX
ROGAR LOGO,,128007,"36""",,TRANSFER FROM NJ,2020-07-29,,TX
RIVERGATE TOWER LOGO,HRZ,109911,"28""",,ORDERED AS SILKSCREEN,2019-04-08,,TX
REV L/O,HRZ,,"28""",,ORDERED AS SILKSCREEN,2018-10-16,,TX
RIDGE SPORTS logo,HRZ,156891,"18""",,ORDERED AS SILK SCREEN,2023-02-23,,TX
ROADSAFE,HRZ,158561,"18""",,,2023-04-18,,TX
RAISING CANES,VER,161967,A-TOP,,,2023-07-28,,TX
RWS,HRZ,164546,"28"" SLIM",,OES stencil font,2023-10-18,,TX
RMU,HRZ,166082,"18""",,,2023-12-15,,TX
ROSE PAVING,HRZ,167841,"36""",,ORDERED AS SILK SCREEN OES font,2024-02-22,,TX
RESERVED,VER,170533,"36""",,OES stencil font,2024-05-13,,TX
R.G.I.,HRZ,171742,"36""",,ORDERED AS SILK SCREEN,2024-06-19,,TX
ROADWAY CONSTRUCTION LLC,HRZ,173252,"36""",,,2024-08-07,,TX
RPL,HRZ,173364,"36""",,,2024-08-08,,TX
RO DISTRICT,HRZ,172472,"28""",,ORDERED AS SILK SCREEN,2024-08-12,,TX
RC,HRZ,174015,"28""",,,2024-08-27,,TX
ROGERS,HRZ,176313,"28""",,ORDERED AS SILK SCREEN,2024-11-04,,TX
RTC,HRZ,176532,"28"" SLIM",,,2024-11-11,,TX
RCK UTILITIES,HRZ,179005,"28""",,ORDERED AS SILK SCREEN,2025-02-18,,TX
RAISING CANE'S,VER,179828,A-TOP,,OES stencil font,2025-03-12,,TX
RHINO,HRZ,180732,"36""",,NEW FILE PER C/S ORDERED AS SILK SCREEN,2025-04-03,,TX
RDOT OPS,VER,181580,"28""",,ORDERED AS SILK SCREEN,2025-04-28,,TX
RoadSafe 702-315-3696,HRZ,182467,Mini Barrel,,,2025-05-20,,TX
SHERTZ/ FIRE,HRZ,,,,,,,TX
SIGNS & MARKING,HRZ,,,,,,,TX
STREET DEPARTMENT,HRZ,,,,,,,TX
SMEU,HRZ,,,,,,,TX
STATEWIDE STRIPES,HRZ,,,,,,,TX
S&P,VER,,,,,,,TX
SP,VER,,,,,,,TX
STREETS EMERGENCY,HRZ,,,,,,,TX
SAWD,HRZ,,,,,,,TX
STORM WATER,HRZ,,,,,,,TX
SSD-SS,HRZ,S7744,,,,,,TX
SSD-NS,HRZ,S7744,,,,,,TX
SSD-PM,HRZ,S7744,,,,,,TX
STREET,VER,S7744,,,,,,TX
SAFETY SIGNS 952-4569-6700,HRZ,S9296,,,,,,TX
SPECIAL PROJECT,HRZ,S9289,,,,2010-07-01,,TX
S I S D,VER,S9876,,,DELINEATOR,2010-12-20,,TX
"STERLING CIYT, TX",HRZ,S99501,,,,2011-01-17,,TX
STREET DEPT.,HRZ,S10097,,2-LINE,,2011-02-25,,TX
SERVICE CENTER,HRZ,S10173,,2-LINE,,2011-03-15,,TX
SOLOS,HRZ,S10537,,,,2011-06-16,,TX
SEWER DEPT.,HRZ,S10739,,2-LINE,,2011-09-08,,TX
SLMPD,HRZ,S11601,,,,2012-03-28,,TX
SE HRT,HRZ,S11646,,2-LINE,,2012-04-10,,TX
SECURITY,VER,S11661,"18""",,,2012-04-13,,TX
STS/T,HRZ,S11672,,,,2012-04-13,,TX
S P W M,HRZ,S11842,,,,2012-06-04,,TX
SILVERBACKS,VER,S12207,,,,2012-09-05,,TX
SECURITY,VER,S12467,,,,2012-11-06,,TX
SOLIDA TREE,HRZ,S12590,,2-LINE,,2012-12-10,,TX
SUN N FUN,VER,S12841,,,,2013-02-18,,TX
suddenlink,HRZ,S13101,,,,2013-04-15,,TX
STREET DEPT,VER,S13141,,,,2013-04-19,,TX
SSC,VER,S14069,,,,2013-10-17,,TX
SECURITY,HRZ,S14559,,,,2014-02-10,,TX
STREET,HRZ,S14712,,,,2014-03-07,,TX
SEWER DEPARTMENT,HRZ,S15431,,,,2014-07-09,,TX
SCEMA,HRZ,S15458,,,,2014-07-14,,TX
SHERIFF,HRZ,S16347,,,,2014-12-15,,TX
SDI,VER,S16342,,,,2014-12-15,,TX
SCEMA,HRZ,S17463,"36""",,,2015-06-30,,TX
SUPD,HRZ,S17702,,,,2015-08-07,,TX
S.J.C.P.D.,HRZ,S17831,"18""",,,2015-08-31,,TX
SEG,HRZ,S18377,"12"" & 36""",,,2015-12-09,,TX
SPORTING KC,HRZ,S18490,,2-LINE,,2016-01-13,,TX
SSV,VER,S18852,,,,2016-03-02,,TX
SUPD,HRZ,S19654,"18""",,,2016-06-30,,TX
SAPD TRAFFIC,HRZ,S19736,"28""",2-LINE,,2016-07-06,,TX
SAFETY SIGNS 952-469-6700,HRZ,S19746,"28""",3-LINE,SLIM CONE,2016-07-07,,TX
STURDIVANT-PROGRESS WSC,HRZ,20546,"18"" & 28""",2-LINE,1 STENCIL FITS BOTH SIZES,2016-11-03,,TX
SMG,VER,S20795,"28""",,TRANSFER FROM NJ,2016-12-09,,TX
SHPD,HRZ,S21159,"12"" & 18""",,ONE STENCIL FOR BOTH SIZES,2017-02-01,,TX
SMU,HRZ,S18950,"28""",,,2016-03-16,,TX
S.F.A.S.P,HRZ,S21249,"28""",,SLIM CONE,2017-02-14,,TX
SWISSPORT,HRZ,S21766,"36""",,,2017-04-13,,TX
SLPW,HRZ,S22099,"28""",,,2017-05-23,,TX
SDC UNDERGROUND,HRZ,S22065,"28""",2-LINE,,2017-05-23,,TX
SSFD,VER,S22966,"28""",,,2017-08-22,,TX
SCCA,VER,S23040,"18""",,,2017-09-01,,TX
SYSTEM SERVICES PIPELINE,HRZ,S23156,"36""",3-LINE,,2017-09-15,,TX
SAPD,HRZ,S24106,"18"" & 28""",,1 STENCIL FITS BOTH SIZES,2017-12-08,,TX
SAFETY,VER,,"28""",,,2017-12-13,,TX
SIGNAL,VER,,"28""",,,2017-12-13,,TX
STOP,VER,S24367,"18""",,,2018-01-16,,TX
SECURITY 18,HRZ,S24651,"18""",,,2018-02-09,,TX
SLC POST 400,HRZ,S24715,"28""",2-LINE,,2018-02-15,,TX
SUNFLOWER,HRZ,S24747,"36""",,CONVERTED TO SILKSCREEN 9/12/19 116292,2018-02-20,,TX
SOUTH ECTOR COUNTY,HRZ,S24778,"28""",3-LINE,,2018-02-22,,TX
SULPHUR POLICE,HRZ,S24787,"28""",2-LINE,,2018-02-26,,TX
SPEC FIBER CONST,HRZ,S24822,"28""",3-LINE,,2018-02-27,,TX
SAFETY HUDDLE,VER,S24748,"36""",,TRANSFER FROM NJ,2018-02-28,,TX
SISTER,VER,S25114,"28""",,,2018-03-20,,TX
SON,VER,S25114,"28""",,,2018-03-20,,TX
SUPERIOR LANDSCAPING,HRZ,S25222,"36""",2-LINE,,2018-04-03,,TX
SRB,HRZ,S25316,"36""",,,2018-04-13,,TX
SET SUPPLIES,HRZ,100713,"28""",,,2018-07-16,,TX
SMYRNA FIRE,HRZ,102256,"28""",2-LINE,,2018-08-27,,TX
SFO,HRZ,102534,"28""",,,2018-09-04,,TX
SPD,VER,107136,"18""",,,2019-01-25,,TX
SAFELANE,VER,107710,"36""",,,2019-02-12,,TX
SJCSW,HRZ,18224,"36""",,CONVERTED TO SILKSCREEN,2019-02-26,,TX
STREETS,HRZ,108267,"28""",,CONVERTED TO SILKSCREEN,2019-02-27,,TX
STS,HRZ,108629,"36""",,CONVERTED TO SILKSCREEN 10/11/19 117499,2019-03-07,,TX
SECURITY GUARDS,HRZ,108693,"36""",2 LINE,,2019-03-20,,TX
SEC,HRZ,109141,"28""",,,2019-03-25,,TX
SPUR ENVIRONMENTAL,HRZ,110338,"36""",2 LINE,,2019-04-17,,TX
SILVER BULLET,VER,110515,ATP-R+3M,,,2019-04-23,,TX
SIOUX VALLEY ENERGY,HRZ,111734,"28""",3 LINE,SLIM CONE / TRANSFER FROM NJ,2019-05-21,,TX
STOP,VER,112013,"28""",,,2019-05-29,,TX
SCHS,VER,112010,ATP-G-3M,,,2019-05-29,,TX
SAFE ZONE,HRZ,112708,"36""",,,2019-06-13,,TX
SEC COA,HRZ,113012,"28""",2-LINE,,2019-06-25,,TX
SUNBELT,HRZ,114555,"28""",,ORDERED AS SLIKSCREEN,2019-08-02,,TX
SFS,HRZ,115764,"36""",,ORDERED AS SILKSCREEN,2019-08-30,,TX
SPD METRO,HRZ,116463,"28""",2 LINE,ORDERED AS SILKSCREEN,2019-09-17,,TX
STL STREETS,HRZ,117956,"18""",2 LINE,,2019-10-23,,TX
SPIRE,HRZ,119092,"36""",,ORDERED AS SILKSCREEN,2019-11-22,,TX
S&A LEASING,VER,119447,"18""",,,2019-12-05,,TX
STOLEN FROM COG,HRZ,119065,"28"" SLIM",3 LINE,,2019-11-21,,TX
SECURITY,HRZ,119571,"18""",,,2019-12-10,,TX
S&A LEASING,VER,119447,"18""",,,2020-01-29,,TX
SAT PARKS,HRZ,121071,"28"" SLIM",2 LINE,,2020-01-30,,TX
SECURITY,HRZ,121551,"28""",,,2020-02-11,,TX
SLMPD,HRZ,120543,"28""",,ORDERED AS SILKSCREEN,2020-01-15,,TX
SOLID WASTE,HRZ,106749,,,,2019-01-14,,TX
SYSTEM SERVICES,HRZ,124898,"36""",2 LINE,,2020-05-13,,TX
SDC UNDERGROUND,HRZ,127200,"28""",2 LINE,,2020-07-08,,TX
STOF,VER,127446,"28""",,,2020-07-15,,TX
SNOWS,VER,128334,"18""",,,2020-08-05,,TX
STREETS,HRZ,129212,"28""",,,2020-08-27,,TX
SEWER,HRZ,129212,"28""",,,2020-08-27,,TX
signature races,HRZ,129338,"18""",2 LINE,,2020-08-31,,TX
SUMNER EMA TN,HRZ,131692,"28""",3 LINE,ORDERED AS SILKSCREEN,2020-11-02,,TX
SACDOT,HRZ,131833,"28"" SLIM",,TRANSFER FROM CA,2020-11-12,,TX
SENDERO,HRZ,133318,"28""",,,2020-12-21,,TX
SIBPW,HRZ,134362,"36""",,,2021-01-26,,TX
STOLEN FROM WAXAHACHIE STREET DEPT.,HRZ,134979,"36""",3 LINE,,2021-03-01,,TX
SCRD,HRZ,135798,"18""",,,2021-03-03,,TX
SALE,VER,145134,"28"" SLIM",,ORDERED AS SILKSCREEN,2021-11-17,,TX
SVE,HRZ,147646,"28"" SLIM",,,2022-02-25,,TX
STATEWIDE SAFETY SYSTEMS LOGO,,139321,"28""",,ORDERED AS SILKSCREEN,2021-06-30,,TX
SITE BARRICADE LOGO,,138284,"18""",,ORDERED AS SILKSCREEN,2021-04-26,,TX
"STAR VALET, INC.",HRZ,S11088,"18""",,ORDERED AS SILKSCREEN,2011-10-31,,TX
SUDDEN LINE,HRZ,S13910,,,ORDERED AS SILKSCREEN,2013-09-19,,TX
SPECTRUM LOGO,HRZ,,"28"" & 36""",,2 Replacements ordered 08/11/25,2017-03-27,,TX
SIGNATURE FLIGHT SUPPORT LAYOUT,HRZ,S22396,"28""",,ORDERED AS SILKSCREEN,2017-06-26,,TX
